extractor,seed,setup,kind,pattern,transform,severity,block,method,occurrence,delay,detected,delay_rule,seg_len,stride,ic_train_frac,ic_validation_frac,ic_test_frac,ic_windows,ic_alarms,cal_arl0
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer1,KSWIN,0,0.84,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,336.79875
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer1,KL-Gauss,0,0.16,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,378.9386206896551
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer1,KL-Hist,0,0.66,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,387.6328571428572
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer1,HDDDM,0,0.9,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,370.8034482758621
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer1,PSI,0,0.72,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,387.6328571428572
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer1,T2,0,0.5,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,346.76
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer1,Frechet,0,0.6,True,first_obs,150,1,0.5,0.25,0.25,149.02,2,334.04625
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer1,MMD,0,0.54,True,first_obs,150,1,0.5,0.25,0.25,149.02,2,336.79875
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer1,CUSUM,0,24.3,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,355.4851612903226
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer1,EWMA,0,0.54,True,first_obs,150,1,0.5,0.25,0.25,149.02,2,370.67793103448275
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer1,SPE,0,2.82,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,356.8806666666667
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer1,CUSUM-R,0,1.92,True,first_obs,150,1,0.5,0.25,0.25,149.02,2,352.37290322580645
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer2,KSWIN,0,0.5,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,338.001875
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer2,KL-Gauss,0,0.34,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,404.9377777777778
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer2,KL-Hist,0,0.36,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,333.3939393939394
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer2,HDDDM,0,0.82,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,351.3806451612903
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer2,PSI,0,0.38,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,343.814375
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer2,T2,0,0.38,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,369.30933333333337
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer2,Frechet,0,0.44,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,344.43548387096774
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer2,MMD,0,0.44,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,354.1186666666667
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer2,CUSUM,0,28.78,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,368.31
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer2,EWMA,0,0.42,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,369.3113333333333
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer2,SPE,0,14.02,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,334.02303030303034
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer2,CUSUM-R,0,2.04,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,351.0245161290323
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer3,KSWIN,0,0.6,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,347.77032258064514
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer3,KL-Gauss,0,0.72,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,351.03096774193546
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer3,KL-Hist,0,0.54,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,396.19
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer3,HDDDM,0,0.84,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,395.795
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer3,PSI,0,0.7,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,363.1771428571428
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer3,T2,0,0.56,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,394.4592857142857
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer3,Frechet,0,0.9,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,380.8634482758621
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer3,MMD,0,0.78,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,368.16800000000006
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer3,CUSUM,0,111.74,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,378.85379310344825
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer3,EWMA,0,0.58,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,380.85931034482763
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer3,SPE,0,107.72,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,352.32
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer3,CUSUM-R,0,4.66,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,341.52500000000003
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer4,KSWIN,0,0.44,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,404.00800000000004
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer4,KL-Gauss,0,0.48,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,394.4807407407407
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer4,KL-Hist,0,0.52,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,369.66133333333335
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer4,HDDDM,0,0.84,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,353.6206451612903
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer4,PSI,0,0.68,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,336.0551515151515
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer4,T2,0,0.4,True,first_obs,150,1,0.5,0.25,0.25,149.02,2,379.5193103448276
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer4,Frechet,0,0.5,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,355.76516129032257
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer4,MMD,0,0.48,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,367.61800000000005
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer4,CUSUM,0,150.0,False,first_obs,150,1,0.5,0.25,0.25,149.02,0,382.7193103448276
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer4,EWMA,0,0.46,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,387.70230769230767
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer4,SPE,0,0.88,True,first_obs,150,1,0.5,0.25,0.25,149.02,2,357.67066666666665
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,layer4,CUSUM-R,0,10.82,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,343.529375
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,vae_latent,KSWIN,0,150.0,False,first_obs,150,1,0.5,0.25,0.25,149.02,1,377.5528571428572
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,vae_latent,KL-Gauss,0,150.0,False,first_obs,150,1,0.5,0.25,0.25,149.02,0,369.90785714285715
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,vae_latent,KL-Hist,0,150.0,False,first_obs,150,1,0.5,0.25,0.25,149.02,0,368.16333333333336
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,vae_latent,HDDDM,0,150.0,False,first_obs,150,1,0.5,0.25,0.25,149.02,0,369.79800000000006
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,vae_latent,PSI,0,150.0,False,first_obs,150,1,0.5,0.25,0.25,149.02,0,391.0157142857143
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,vae_latent,T2,0,150.0,False,first_obs,150,1,0.5,0.25,0.25,149.02,1,380.8606896551724
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,vae_latent,Frechet,0,103.58,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,390.0807142857143
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,vae_latent,MMD,0,150.0,False,first_obs,150,1,0.5,0.25,0.25,149.02,0,400.27076923076925
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,vae_latent,CUSUM,0,150.0,False,first_obs,150,1,0.5,0.25,0.25,149.02,0,365.06125000000003
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,vae_latent,EWMA,0,150.0,False,first_obs,150,1,0.5,0.25,0.25,149.02,0,356.28709677419357
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,vae_latent,SPE,0,150.0,False,first_obs,150,1,0.5,0.25,0.25,149.02,0,376.61793103448275
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,vae_latent,CUSUM-R,0,107.66,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,343.53000000000003
imagenet,42,concept-sudden-jpeg,concept,sudden,jpeg,1.0,pixel,VAE,0,44.4,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,380.4110344827586
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer1,KSWIN,0,1.2,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,336.79875
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer1,KL-Gauss,0,0.94,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,378.9386206896551
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer1,KL-Hist,0,0.86,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,387.6328571428572
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer1,HDDDM,0,2.1,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,370.8034482758621
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer1,PSI,0,0.86,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,387.6328571428572
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer1,T2,0,0.64,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,346.76
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer1,Frechet,0,1.18,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,334.04625
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer1,MMD,0,0.88,True,first_obs,150,1,0.5,0.25,0.25,149.02,2,336.79875
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer1,CUSUM,0,35.86,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,355.4851612903226
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer1,EWMA,0,0.7,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,370.67793103448275
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer1,SPE,0,150.0,False,first_obs,150,1,0.5,0.25,0.25,149.02,1,356.8806666666667
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer1,CUSUM-R,0,3.14,True,first_obs,150,1,0.5,0.25,0.25,149.02,3,352.37290322580645
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer2,KSWIN,0,0.74,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,338.001875
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer2,KL-Gauss,0,0.7,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,404.9377777777778
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer2,KL-Hist,0,0.8,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,333.3939393939394
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer2,HDDDM,0,0.96,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,351.3806451612903
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer2,PSI,0,0.82,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,343.814375
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer2,T2,0,0.54,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,369.30933333333337
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer2,Frechet,0,0.84,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,344.43548387096774
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer2,MMD,0,0.66,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,354.1186666666667
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer2,CUSUM,0,41.04,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,368.31
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer2,EWMA,0,0.6,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,369.3113333333333
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer2,SPE,0,150.0,False,first_obs,150,1,0.5,0.25,0.25,149.02,0,334.02303030303034
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer2,CUSUM-R,0,2.78,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,351.0245161290323
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer3,KSWIN,0,0.9,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,347.77032258064514
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer3,KL-Gauss,0,0.98,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,351.03096774193546
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer3,KL-Hist,0,0.96,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,396.19
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer3,HDDDM,0,0.98,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,395.795
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer3,PSI,0,0.98,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,363.1771428571428
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer3,T2,0,0.74,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,394.4592857142857
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer3,Frechet,0,4.64,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,380.8634482758621
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer3,MMD,0,1.18,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,368.16800000000006
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer3,CUSUM,0,131.3,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,378.85379310344825
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer3,EWMA,0,0.78,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,380.85931034482763
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer3,SPE,0,150.0,False,first_obs,150,1,0.5,0.25,0.25,149.02,4,352.32
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer3,CUSUM-R,0,5.6,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,341.52500000000003
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer4,KSWIN,0,0.82,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,404.00800000000004
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer4,KL-Gauss,0,0.94,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,394.4807407407407
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer4,KL-Hist,0,0.9,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,369.66133333333335
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer4,HDDDM,0,2.82,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,353.6206451612903
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer4,PSI,0,0.88,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,336.0551515151515
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer4,T2,0,0.54,True,first_obs,150,1,0.5,0.25,0.25,149.02,2,379.5193103448276
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer4,Frechet,0,1.02,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,355.76516129032257
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer4,MMD,0,0.96,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,367.61800000000005
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer4,CUSUM,0,150.0,False,first_obs,150,1,0.5,0.25,0.25,149.02,0,382.7193103448276
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer4,EWMA,0,0.58,True,first_obs,150,1,0.5,0.25,0.25,149.02,2,387.70230769230767
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer4,SPE,0,88.2,True,first_obs,150,1,0.5,0.25,0.25,149.02,3,357.67066666666665
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,layer4,CUSUM-R,0,12.26,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,343.529375
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,vae_latent,KSWIN,0,9.26,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,377.5528571428572
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,vae_latent,KL-Gauss,0,150.0,False,first_obs,150,1,0.5,0.25,0.25,149.02,0,369.90785714285715
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,vae_latent,KL-Hist,0,23.72,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,368.16333333333336
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,vae_latent,HDDDM,0,2.74,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,369.79800000000006
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,vae_latent,PSI,0,23.72,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,391.0157142857143
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,vae_latent,T2,0,23.72,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,380.8606896551724
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,vae_latent,Frechet,0,23.78,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,390.0807142857143
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,vae_latent,MMD,0,23.78,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,400.27076923076925
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,vae_latent,CUSUM,0,150.0,False,first_obs,150,1,0.5,0.25,0.25,149.02,0,365.06125000000003
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,vae_latent,EWMA,0,23.82,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,356.28709677419357
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,vae_latent,SPE,0,150.0,False,first_obs,150,1,0.5,0.25,0.25,149.02,0,376.61793103448275
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,vae_latent,CUSUM-R,0,28.7,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,343.53000000000003
imagenet,42,concept-sudden-stretch,concept,sudden,stretch,1.0,pixel,VAE,0,150.0,False,first_obs,150,1,0.5,0.25,0.25,149.02,0,380.4110344827586
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer1,KSWIN,0,0.46,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,336.79875
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer1,KL-Gauss,0,0.34,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,378.9386206896551
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer1,KL-Hist,0,0.76,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,387.6328571428572
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer1,HDDDM,0,0.5,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,370.8034482758621
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer1,PSI,0,0.76,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,387.6328571428572
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer1,T2,0,0.5,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,346.76
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer1,Frechet,0,0.24,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,334.04625
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer1,MMD,0,0.38,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,336.79875
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer1,CUSUM,0,15.74,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,355.4851612903226
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer1,EWMA,0,0.56,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,370.67793103448275
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer1,SPE,0,0.38,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,356.8806666666667
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer1,CUSUM-R,0,1.94,True,first_obs,150,1,0.5,0.25,0.25,149.02,2,352.37290322580645
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer2,KSWIN,0,0.5,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,338.001875
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer2,KL-Gauss,0,0.5,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,404.9377777777778
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer2,KL-Hist,0,0.88,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,333.3939393939394
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer2,HDDDM,0,1.54,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,351.3806451612903
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer2,PSI,0,0.88,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,343.814375
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer2,T2,0,0.58,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,369.30933333333337
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer2,Frechet,0,0.46,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,344.43548387096774
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer2,MMD,0,0.48,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,354.1186666666667
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer2,CUSUM,0,50.24,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,368.31
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer2,EWMA,0,0.64,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,369.3113333333333
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer2,SPE,0,0.46,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,334.02303030303034
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer2,CUSUM-R,0,3.48,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,351.0245161290323
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer3,KSWIN,0,1.2,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,347.77032258064514
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer3,KL-Gauss,0,1.0,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,351.03096774193546
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer3,KL-Hist,0,1.4,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,396.19
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer3,HDDDM,0,1.76,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,395.795
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer3,PSI,0,1.44,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,363.1771428571428
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer3,T2,0,0.76,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,394.4592857142857
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer3,Frechet,0,3.84,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,380.8634482758621
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer3,MMD,0,2.58,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,368.16800000000006
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer3,CUSUM,0,126.3,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,378.85379310344825
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer3,EWMA,0,0.82,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,380.85931034482763
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer3,SPE,0,0.96,True,first_obs,150,1,0.5,0.25,0.25,149.02,2,352.32
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer3,CUSUM-R,0,5.22,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,341.52500000000003
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer4,KSWIN,0,0.64,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,404.00800000000004
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer4,KL-Gauss,0,0.64,True,first_obs,150,1,0.5,0.25,0.25,149.02,1,394.4807407407407
imagenet,42,concept-sudden-saturation,concept,sudden,saturation,1.0,layer4,KL-Hist,0,0.68,True,first_obs,150,1,0.5,0.25,0.25,149.02,0,369.66133333333335
